,hash_id,code,kind,repeat,desc,narrative,flag_include_1,flag_include_2,flag_include_3,flag_exclude_1,flag_exclude_2,flag_overheating
18920,e9a602890e6552c4,3.4(b)(4),,False,OUTDOOR HOUSING FACILITIES.,"**** There is no bedding in the shelter structures in six outdoor enclosures housing 12 dogs. The temperature the
night before the inspection according to the NOAA website (weather.gov) for the licensee's zip code was 44
degrees F. A lack of clean, dry bedding can result in discomfort, stress, and hypothermia The licensee must
ensure that all the dogs have access to clean, dry bedding if the temperature is below 50 degrees and additional
bedding if the temperature is 35 degrees or lower.
TO BE CORRECTED BY: March 17, 2015
Exit interview conducted with facility representative by William Heine ACI and Konnie Plumlee VMO.
Additional Inspectors
Plumlee Konnie, Supervisory Animal Care Specialist",True,False,True,False,False,True
19282,540cb4babc81720b,3.127(a),,False,"FACILITIES, OUTDOOR.","A reindeer cow (white with brown spots) housed outdoors with two other reindeer was seen to be panting during the
inspection. Atmospheric temperature was 93.7 degrees F (per Kestrel reading) at the time of the inspection and,
though these 3 animals had access to a shade structure, it was at the far end of their enclosure. These 3 reindeer
were noted to spend most of their time in an ""alleyway' between their enclosure and an adjacent enclosure housing
4 other reindeer. Since these animals are best acclimated to colder climates, sufficient shade is necessary to their
comfort and health. Panting is not a normal presentation in this species and indicates this reindeer was
uncomfortable at the time of the inspection and that additional shade or more accessible access to shade was
necessary.
When sunlight is likely to cause overheating or discomfort of the animals, sufficient shade by natural or artificial
means shall be provided to allow all animals kept outdoors to protect themselves from direct sunlight.
The licensee did move the shade structure closer to the adjacent reindeer pen and will restrict the group of 3
reindeer from the ""alleyway"" between the enclosures so they can better utilize this shade structure but still remain in
sight of the other 4 reindeer.
Corrected during the inspection.
Inspection and exit interview conducted with the licensee.",True,False,True,False,False,True
19873,e049b6364f306f9e,2.131(e),,False,HANDLING OF ANIMALS.,"** When we inspected the otters enclosure we noticed that they were not on the exhibit. We then inspected the
lock-in only to find out they were not given access. The otters had been locked in a space that had a metal roof and
the misters were not on since earlier that morning when their enclosures were cleaned. When they were let out they
quickly ran to the water and they were bone dry. The outside temperature was 78 degrees F without the tin roofs so
in that space with tin roofs you could assume they were higher. The animals readiness to get in the water shows the
impact that the temperature, humidity and time had on the animals. When climatic conditions present a threat to an
animal's health or well-being, appropriate measures must be taken to alleviate the impact of those conditions. An
animal may never be subjected to any combination of temperature, humidity, and time that is detrimental to the
animal's health or well-being, taking into consideration such factors as the animal's age, species, breed, overall
health status, and acclimation. They corrected this by giving the animals access. However, it was discussed that
while they were locked in for cleaning to provide the misters just in case they are subjected to that space for a
lengthy time to keep them cool and moist.",True,False,True,False,False,True
20153,3ad66715f95b78e9,3.4(b)(4),,False,Outdoor housing facilities.,"The shelters in at least one-half of the 25 outdoor enclosures had an inadequate amount of bedding material for the
current temperatures. Four of the shelters had no bedding material and the rest had a small amount that almost covered
the cement floor. The temperature at the time of the inspection was 35.6 degrees F( Kestrel reading) and the overnight
temperatures have been less than 35 degrees F (local weather reports). Bedding material is important to protect the dogs
from the cold temperatures and to help preserve body heat. Lack of appropriate bedding in cold environments increases
the risks of sickness and hypothermia conditions. Sufficient clean, dry bedding material is necessary to provide protection
when the temperature is less than 50 degrees F. More bedding material is necessary when the temperature is less than
35 degrees F for the dogs to have better protection. The owner must provide sufficient bedding for the dogs and maintain
it.
Correction date: 11 January, 2021
Note: Bedding was provided before the inspector left the premises.
Inspection and exit interview was done with a facility representative.
End Section",True,False,True,False,False,True
20240,8170c7858832a87c,3.4(b),Direct,False,OUTDOOR HOUSING FACILITIES.,"In the outdoor enclosures housing the large breed dogs, there are 4 enclosures in use. One enclosure has a
Golden Retriever female with five 4.5 week old puppies and 2 plastic barrels used for shelter. There is no bedding
or wind break and rain break. Two puppies in this litter were observed to be shivering. The enclosure next to this
one housed a Poodle with 7 puppies approximately 5 weeks of age. There was a shelter but it had no wind break or
rain break and no bedding. One puppy from this litter was observed to be shivering. The temperature at the time of
inspection was 46 degrees F. The temperature the previous night was less than 30 degrees F (source: National
Weather Service). Adequate shelters are important for protection from the weather elements and as a place of
safety for dogs. Shelter must be provided for the dogs and maintained at all times. A wind break and rain break is
necessary to protect the dogs from the wind, rain and other harsh weather elements by preventing the wind and rain
from entering the shelter. Adequate bedding material is necessary for the dogs to have protection from the colder
temperatures and to maintain body heat. Lack of appropriate bedding in cold environments increases the risks of
sickness and hypothermia situations. Sufficient clean dry bedding material is necessary to provide protection when
the temperature is less than 50 degrees F. More bedding material is necessary when the temperature is less than
35F degrees for the dogs to burrow into and remain clean and dry and have better protection. The owner must
provide adequate bedding for the dogs and maintain it at sufficient levels any time the temperature is less than 50F
degrees and additional bedding must be added when the temperature is less than 35 F degrees.
The owner was instructed to provide and maintain adequate shelters with wind breaks and rain breaks and sufficient
bedding material by the end of the day on Feb 19, 2020. Bedding material must be maintained until the
temperatures are 50 degrees or higher.",True,True,True,False,False,True
20267,c59139a6c8ac433e,2.131(e),,False,HANDLING OF ANIMALS.,"***All of the rabbits were observed panting and stretched out in their cages reluctant to move. The heat index was
104.7 degrees F using the kestrel at approximately 6:00 pm. There was also one lethargic rabbit that appeared to
be in distress that was subjected to these conditions. Each cage had a little fan above it to keep the animals cool
but this was insufficient in improving the climatic conditions. When climatic conditions present a threat to an animal's
health or well-being, appropriate measures must be taken to alleviate the impact of those conditions. An animal may
never be subjected to any combination of temperature, humidity, and time that is detrimental to the animal's health
or well-being, taking into consideration such factors as the animal's age, species, breed, overall health status, and
acclimation. Correct by August 21, 2014
The inspection and exit briefing was conducted with the partner.
Additional Inspectors
Der Christina, Veterinary Medical Officer",True,False,True,False,False,True
20302,dd108f85233f9f46,3.127(a),Direct,False,"FACILITIES, OUTDOOR.","Numerous outdoor pens/enclosures have been added to the area in back of the covered pens/enclosures. These
pens are open to the elements with no sides or overhead protection from direct sunlight. During the inspection,
these pens contained large hoofstock including bison, water buffalo, exotic cattle and watusi. The high temperatures
during the day ranged from 87 to 90 Degrees F. The temperatures measured by Kestrel measured from 87 to 91.
Some of the animals were noted in the same pen on both Thursday and Friday. On Friday one very young brown
exotic bovine calf (#4038) was noted with rapid respiration. It tried to find some shade where the bars created
striped shadows. The calf(cid:25)'s respiratory rate was 122 breaths per minute in the early afternoon. The attending
veterinarian was asked and also considered this rate above normal. Elevated respiratory rates can be an indication
of early heat stress. When sunlight is likely to cause overheating or discomfort, sufficient shade shall be provided to
protect the live animals from the direct rays of the sun. Correct from this day forward.",True,False,True,False,False,True
20321,ab196c2244c718ca,2.131(e),,False,HANDLING OF ANIMALS.,"Numerous outdoor pens/enclosures in the back behind the covered barn pens/stalls are open to the elements with
no sides or overhead protection from inclement weather. The weather on 3/3/16 started out grey, overcast and
snowy. After a couple of hours, the snow changed over to rain that continued through the afternoon. One young
watusi was noted to be wet and shivering and exhibited a tucked-up body, indicating discomfort. The calf was
watched for 10 minutes and was noted to be full-body shivering throughout the observation period. The temperature
at that time was recorded at 40.1 degrees Fahrenheit. Cold weather coupled with snow and rain makes it difficult for
animals, especially young animals, to maintain their core body temperature. Inability to maintain appropriate body
temperatures can predispose animals, especially young animals, to increased risk of disease due to stress,
discomfort and hypothermia. The calf was rechecked on 3-4-16 and appeared to be more comfortable and dry and
was no longer shivering. When climatic conditions present a threat to the animals health or well-being, appropriate
measures must be taken to alleviate the impact of these conditions. Correct from this day forward.",True,False,True,False,False,True
20987,bff7218035d97c7d,3.4(b)(4),Direct,False,OUTDOOR HOUSING FACILITIES.,"Two shelters in the outdoor enclosures, housing a total of 2 Dachsunds and 3 Corgis, did not contain sufficient
bedding material for the temperature at the time of the inspection, which was 35F degrees. The straw in one shelter
was matted to about 1"" thick and there was matted feces inside the entrance of the shelter. There was not enough
bedding material in the other shelter to cover the floor. The owner stated that he had placed fresh bedding material
in the shelters 5 days before and that the dogs kicked it out. During the previous 5 days, temperatures at night have
been less than 20F degrees and daytime temperatures have been less than 35F degrees. Lack of sufficient bedding
in cold environments increases the risks of sickness and hypothermia situations. Sufficient clean dry bedding
material is necessary to provide protection when the temperature is less than 50F degrees. More bedding material
is necessary when the temperature is less than 35F degrees for the dogs to burrow into and remain clean and dry
and have better protection from the cold. The owner must provide more bedding for the dogs and maintain it at
sufficient levels any time the temperature is less than 50F degrees and additional bedding must be added when the
temperature is less than 35F degrees.
TO BE CORRECTED BY: From this point forward.
Licensee was verbally instructed to provide more bedding before the end of the day.
Exit interview done with facility representative.
Additional Inspectors
Plumlee Konnie, Supervisory Animal Care Specialist",True,False,True,False,False,True
20988,908e45ef4fb024f2,3.4(b)(4),Direct,True,OUTDOOR HOUSING FACILITIES.,"Bedding.
Three shelters in the outdoor enclosures, housing 1 Corgi each, did not contain sufficient bedding material for the
temperature at the time of the inspection, which was 24F degrees. The bedding material was hay and straw but
was very sparse on the floor, with portions of the floor exposed. The owner stated that he had placed fresh bedding
material in the shelters several days before and that the dogs kicked it out. During the previous 5 days,
temperatures at night have been less than 20F degrees and daytime temperatures have been less than 50F
degrees. Lack of sufficient bedding in cold environments increases the risks of sickness and hypothermia situations.
Sufficient clean dry bedding material is necessary to provide protection when the temperature is less than 50F
degrees. More bedding material is necessary when the temperature is less than 35F degrees for the dogs to
burrow into and remain clean and dry and have better protection from the cold. The owner must provide more
bedding for the dogs and maintain it at sufficient levels any time the temperature is less than 50F degrees and
additional bedding must be added when the temperature is less than 35F degrees.
TO BE CORRECTED BY: ON 26 FEBRUARY 2015, licensee was verbally instructed to provide more bedding
before the end of the day and to maintain sufficient bedding when the temperatures are less than 50F.",True,False,True,False,False,True
21751,c1089d5890f8f789,3.4(b)(4),Direct,True,OUTDOOR HOUSING FACILITIES.,"In the outdoor facility were 7 shelters that did not have bedding or had very little bedding. The temperature at the
time of the inspection was 29 degrees F and the previous nights' temperatures have been in the teens. One Boston
Terrier was observed to be shivering. Lack of sufficient bedding in cold environments increases the risks of sickness
and hypothermia situations. Clean, dry bedding material is important to provide added protection from the effects of
temperatures less than 50 degrees F. More bedding material is necessary when the temperature is less than 35F
degrees for the dogs to burrow into and remain clean and dry and have better protection from the cold. The owner
must provide more bedding for the dogs and maintain it at sufficient levels any time the temperature is less than 50F
degrees and additional bedding must be added when the temperature is less than 35F degrees.
This inspection and exit interview were conducted by the inspectors with a facility representative. Further
discussion was done when the report was delivered.
Additional Inspectors
Plumlee Konnie, Supervisory Animal Care Specialist",True,False,True,False,False,True
21980,106edad1d3944621,3.78(b),Direct,False,OUTDOOR HOUSING FACILITIES.,"***Six non-human primates were housed in outdoor enclosures in climatic conditions that did not provide adequate
shelter from the elements. There were two Grivet monkeys in one enclosure and four Ring-tailed lemurs in another
enclosure. The ambient outdoor temperature was 39.8 degrees F. The shelters for the animals were constructed
of concrete blocks that were approximately 38 inches wide by 40 inches long by 36 inches high. There was an
opening on the west side of the Ring-tailed lemur shelter and on the east side of the Grivet monkey shelter that
measured approximately 30 inches wide by 36 inches high. The Grivet monkey shelter was not heated. The
Ring-tailed lemur shelter had two heat lamps at the top of the south wall of the shelter. There was straw in both
shelters. The ambient temperature inside the Grivet monkey shelter was 43.7 degrees F. The ambient temperature
inside the Ring-tailed lemur shelter was 42.9 degrees F. All animals must be housed in appropriate conditions to
prevent weather related injuries. All enclosures that house non-human primates must contain a shelter that
provides heat to the non-human primates to prevent the ambient temperature from falling below 45 degrees F.
These animals must be housed in an enclosure that meets the temperature requirement stated above. To be
corrected from this date forward.
The inspection and exit interview were conducted with facility representatives.
Additional Inspectors
Baker Jeffrey, Veterinary Medical Officer",True,False,True,False,False,True
22014,1a47a82b84499e06,3.4(b),,False,OUTDOOR HOUSING FACILITIES.,"In four outdoor enclosures, containing eleven dogs, there is no shade or shelter for the animals. The facility
representative said that there were dog houses in the enclosures and tarps covering the enclosures that morning
but he had removed them. At the time of the inspection, approximately 2 pm, the temperature was 86 degrees
Fahrenheit and all four enclosures were covered in direct sunlight. All eleven dogs were showing signs of heat
stress such as excessive panting, standing in their water tubs and attempting to lay in small pieces of shade cast by
the self-feeders hanging on the fence. Overheating can cause discomfort and serious health hazards towards the
dogs.
Outdoor enclosures for dogs must include one or more shelter structures accessible to each dog and one or more
separate outside areas of shade large enough to contain all dogs at once and protect them from the direct rays of
the sun. The licensee must ensure that all dogs have access to shade and shelter at all times.
Correction date: Noon on July 31, 2015
This is an electronic version of the report dated July 30, 2015.
Exit interview conducted with Kelly Maxwell, ACI and facility representative.",True,False,True,False,False,True
23419,1814428847c5420a,3.3(a),,False,SHELTERED HOUSING FACILITIES.,"The licensee had opened the door to a building previously used as a sheltered building to allow the 3 Australian
Shepherds within free access to a fenced pen outside. The air conditioner had been turned off and the temperature
inside the building was 93.1 degrees F. Excessive ambient temperatures cause discomfort and can result in
overheating that can lead to serious health conditions in dogs .
Sheltered buildings must be sufficiently cooled to protect the dogs from temperature extremes and the temperature
may not rise above 85 degrees F for more than 4 consecutive hours.
TO BE CORRECTED AUGUST 11, 2016.",True,False,True,False,False,True
23620,b1e0bfe07a0c4379,3.4(b)(4),Direct,False,OUTDOOR HOUSING FACILITIES.,"****In 13 of the outdoor enclosures the shelters did not have sufficient bedding material for the environmental
conditions. Hay was used for bedding material and in some shelters there was about a 2 inch layer of matted hay
and in other shelters, there was not enough to cover the floor of the shelter. The temperature at the time of
inspection was about 20F and the temperature the previous night was about 14F. The forecasted temperature for
tonight is 14F. Bedding material is necessary for the dogs to maintain body heat. Lack of appropriate bedding in
cold environments increases the risks of sickness and hypothermia situations. Sufficient clean dry bedding material
is necessary to provide protection when the temperature is less than 50 degrees F. More bedding material is
necessary when the temperature is less than 35F degrees for the dogs to burrow into and remain clean and dry and
have better protection. The owner must provide more bedding for the dogs and maintain it at sufficient levels any
time the temperature is less than 50F degrees and additional bedding must be added when the temperature is less
than 35 F degrees.
ON FEBRUARY 23, 2015, THE LICENSEE WAS VERBALLY INSTRUCTED TO CORRECT THIS CONDITION BY
THE END OF THE DAY.
Exit interview done with facility representative.
Additional Inspectors
Plumlee Konnie, Supervisory Animal Care Specialist",True,True,True,False,False,True
23918,461a015d8265aab7,3.4(b)(4),,False,OUTDOOR HOUSING FACILITIES.,"(b) Shelter from the elements.
***In the outdoor facility, the housing units are contained inside a pole barn with wind breaks, the housing units had
pieces of straw in them. The facility representative stated that the housing units had contained straw for bedding but
had recently been taken out. According to Accuweather the last four days and nights temperatures have ranged
from 1 degree F to 45 degrees F. The temperature at the beginning of the inspection was 48 degrees F via Kestrel
3000. Lack of appropriate bedding in cold environments increases the risks of illness and hypothermic situations to
the animals. The licensee must provide clean and dry bedding material to these housing units and assure that
bedding to all outdoor housing units is provided as required.
To be corrected by March 7, 2014.
This inspection began at 1301.
The inspection and exit conference were conducted with the facility representative.
End of report.",True,False,True,False,False,True
23959,4c93664d42eef966,3.4(b)(4),Direct,False,OUTDOOR HOUSING FACILITIES.,"(b) Shelter from the elements. (4)
***In the outdoor portion of the facility, many of the primary enclosures housing adult dogs (including Dachshunds,
Havanese, and Shiba Inu) contained shelter units with either no bedding or only a solid rubber mat, horse pad or
similar item for bedding. Two enclosures each housing a Shiba Inu and one enclosure housing two Dachshunds
had igloo-style shelters with no bedding material inside of the units. There was a Soft Coated Wheaton Terrier and
a Havanese, which had both been recently groomed/shaved, that were observed shivering in each of their
enclosures which contained only a mat for bedding inside their shelter units. According to the National Weather
Service, the air temperatures in the region have not risen above 39 degrees Fahrenheit and have fallen into the 20's
within the past 36 hours (11 Nov 14: high temp 39 F and low temp 28 F; 12 Nov 14: high temp at the time of
inspection 30 F and low temp 24 F). Lack of appropriate bedding in cold environments increases the risk of stress,
illness and hypothermic situations. The licensee must provide adequate bedding to the outdoor facilities. The
licensee provided matts to the shelters with no bedding during the inspection; however, the licensee must ensure
that adequate bedding material is provided at all times when the ambient temperature is below 50 degrees F and
that additional bedding is provided when the temperature is 35 degrees F or lower. TO BE CORRECTED BY:
Immediately and from this point forward.
The inspection and exit interview were conducted with the licensee.",True,True,True,False,False,True
24950,792b36798abc1fc2,2.131(e),,False,HANDLING OF ANIMALS.,"Two camels and a reindeer are being kept in horse stalls with solid walls along the bottom 3 or 4 feet. The barn
these animals are in has open doors but very little natural air movement. The outside temperature at the time of the
inspection was approximately 94 F with a heat index of 99 F. There was a fan over the reindeer(cid:25)s stall however it
wasn(cid:25)t turned on at the time of this inspection. The reindeer was obviously uncomfortable based on his panting.
The licensee(cid:25)s employee commented that one of the camels liked to dump his water and lay in it. Both of these
behaviors are consistent with excessive heat exposure or stress.
When climatic conditions present a threat to an animal(cid:25)s health or well-being, appropriate measures must be taken
to alleviate the impact of those conditions. A method for adequately cooling the enclosures for the 2 camels and 1
reindeer needs to be implemented whenever temperatures are causing these animals excessive discomfort. If
adequate cooling cannot be provided in their current housing then these animals need to be moved to housing that
can provide more comfortable temperatures for the animals.
To be completed immediately.
Inspection and exit interview were conducted with the licensee.",False,True,True,False,False,True
25435,6c3f77498d9e73e7,3.127(b),,False,"Facilities, outdoor.","At the time of inspection, it was raining heavily, and the temperature was 55 degrees Fahrenheit. Several of the shelters
for the animals housed outdoors were not appropriate for the species, or the age of the animals given the local climatic
conditions.
- Two lambs, 3 zebu calves, and a cria, not yet weaned, were housed in stalls beneath an overhead roof, with open sides
that did not provide shelter from the cold. Young, not yet weaned animals are just starting to learn to regulate their body
temperature and therefore require shelter from the cold to stay in good health. Furthermore, the enclosure housing a
white zebu calf and a cria did not have sufficient shelter to protect the animals from the rain as well as from the cold. The
floor of the enclosure was completely wet from the rain, while the cria had a wet coat along the back/hind legs and the calf
was seen shivering.
- The metal shelter in the enclosure housing 3 pigs did not provide the animals a dry space to escape the rain. The floor
beneath the shelter was covered in large water puddles. The small section without puddles was muddy.
- The shelter for the goats and sheep in the hayride area is made up of an overhead roof with open sides that does not
provide shelter from the cold as needed for these species.
Inadequate shelter from the rain and cold could result in illness as well as animal discomfort. Natural or artificial shelter
appropriate to the local climatic conditions for the species concerned shall be provided for all animals kept outdoors to
afford them protection and to prevent discomfort to such animals.",True,False,True,False,False,True
25670,6c7ba861a822915a,3.4(b)(4),,False,Outdoor housing facilities.,"The shelters in approximately one-half of the 36 outdoor enclosures had an inadequate amount of bedding material for
the current temperatures. The cement floor of the shelters had a small amount of bedding material (shavings) but at least
one half of the floor was bare in most of those shelters. The temperature at the time of the inspection was 47 degrees F
(Kestrel reading) and the overnight temperatures have been less than 35 degrees F (local weather reports). Bedding
material is important to protect the dogs from the cold temperatures and to help preserve body heat. Lack of appropriate
bedding in cold environments increases the risks of sickness and hypothermia conditions. Sufficient clean, dry bedding
material is necessary to provide protection when the temperature is less than 50 degrees F. More bedding material is
necessary when the temperature is less than 35 degrees F for the dogs to have better protection. The owner must
provide sufficient bedding for the dogs and maintain it.
Correction date: 12 January, 2021
Note: Bedding was being provided before the inspector left the premises.
This inspection and exit interview were conducted with facility representatives.
End Section",True,False,True,False,False,True
26288,08203c11a3cdcc4b,2.131(b),,False,HANDLING OF ANIMALS.,"The pigs were locked in a dark-colored metal livestock trailer at the fairgrounds at 2:30 pm when the temperature
was around 90 degrees F. Staff was not on site until 2:20 PM, when two employees arrived and opened the trailer.
There was an air conditioning unit, which was turned on low. An employee, who identified himself as the road
manager, stated that there was normally a fan in the trailer in addition to the AC unit, but it had been moved last
night. The AC unit had a temperature gauge at the level of the pigs and read 89 degrees. The independently
measured temperature was also between 89-90 degrees. During the whole period of observation, the animals were
not panting, did not appear to be overheating and displayed normal behavior.
As soon as the situation was identified, the AC was turned up to high, the front door of the trailer was opened for
cross ventilation and a misting squirt bottle was used to decrease the temperature to 85 degrees. The road
manager immediately sent an employee to buy additional fans for the trailer to replace the one that had been
moved. After the new fan was placed, the temperature measured at the level of the pigs was 82 degrees.
Animals need to handled in a way that prevents overheating. A system should be put into place to assure that the
temperature inside the animals' traveling housing structure is maintained within a range that protects their health
and prevents discomfort and overheating, especially during the hottest part of the day.
Corrected during inspection.
Inspection conducted by Dr. Kathy Garland, VMO, Jeanne Lorang ACI and Dr. Katharine Frank VMO.
Exit Interview conducted with facility representative.
Additional Inspectors
Frank Katharine, Veterinary Medical Officer
Garland Kathleen, Supervisory Animal Care Specialist",True,False,True,False,False,True
26644,825fcc7366ea5849,2.131(e),Critical,False,Handling of animals.,"A dog died from exposure due to being trapped outside during winter weather. Records indicate that a 5 year old adult
female Poodle (ID# 2195) had died on December 15, 2022. The licensee states that the animal was found deceased in
the outside portion of a sheltered enclosure because it was unable to get inside during the night. The cause of how the
animal was unable to get back inside is unclear, the licensee states the animal had its tongue stuck on the outside metal
fencing sometime during the night. According to weatherunderground.com the low temperature for December 15, 2022
was 37 degrees Fahrenheit. Small dogs that are not acclimated to the climatic conditions cannot remain outside overnight
as this could cause discomfort, distress, or even death. The licensee did not ensure the animal could return to the inside
portion of the sheltered enclosure. When climatic conditions present a threat to an animal’s health or well-being,
appropriate measures must be taken to alleviate the impact of those conditions. An animal may never be subjected to any
combination of temperature, humidity, and time that is detrimental to the animal’s health or well-being, taking into
consideration such factors as the animal’s age, species, breed, overall health status, and acclimation. During winter
temperatures animals must be moved indoors or have increased monitoring to ensure they always have access to
facilities with appropriate temperatures.",True,False,True,False,False,True
26672,09d883eec090b644,3.127(b),,False,"Facilities, outdoor.","***In the outdoor Sloth enclosure, there were four Sloths. Although there was a solid fiberglass-like material covering the
outside of the open wire, the ambient temperature range inside the enclosure was 57.5-59.7 degrees F. The Sloths were
sitting as close to the windows or as high in the enclosure, as possible. The licensee stated that she had recently moved
the Sloths to this enclosure from the Nocturnal Building. No extra heat was provided except a small closet that serves as
their warm room where the temperature was 65.4 degrees F.
Lack of providing appropriate temperatures or adequate acclimation of animals to temperature extremes can cause
animals to become ill or even death.
The licensee must provide heat to this enclosure or move the animals back to the Nocturnal Building until the weather
reaches appropriate temperatures for the outdoor housing of Sloths. The licensee must remain aware to local climatic
conditions for the species, ensure that all animals are provided with adequate shelter to afford the animals protection,
prevent discomfort and assure acclimation before exposure to extreme climates as required.
Corrected on April 6, 2023 and to continue.",True,False,True,False,False,True
27901,7a24426ceafdd80a,3.127(b),,False,"Facilities, outdoor.","There is 1 water buffalo, 1 watusi, 2 brahman, 6 domestic cows, and 4 equine in one enclosure. These animals have a
shelter that is 12' by 14'. At time of inspection there was heavy, wet snow and temperatures were hovering around 30
degrees F.
Natural or artificial shelter appropriate to the local climatic conditions for the species concerned shall be provided for all
animals kept outdoors to afford them protection and to prevent discomfort to such animals.
Appropriate shelter for the weather conditions must be provided for all animals housed outdoors to protect them from the
inclement weather and prevent discomfort.
To be corrected by January 27, 2023
This inspection and exit interview were conducted with licensee.
End Section",True,False,True,False,False,True
27902,de3a896bbe4ebe3c,3.127(b),,True,"Facilities, outdoor.","An enclosure housing 16 alpacas and 25 llamas did not have adequate shelter for the climatic conditions. The inspector’s
kestrel displayed a temperature 44.9 degrees Fahrenheit with a wind chill of 35.5 degrees Fahrenheit. The enclosure
contained four plastic hut type shelters that measured approximately 9ft by 7ft. These four shelters were not large enough
to accommodate all the animals in the enclosure. Inadequate shelter can lead to unnecessary animal discomfort. Natural
or artificial shelter appropriate to the local climatic conditions for the species concerned shall be provided for all animals
kept outdoors to afford them protection and to prevent discomfort to such animals. The licensee must ensure all llamas
and alpacas have adequate shelter from inclement weather provided for their comfort and well-being.
This inspection and exit interview were conducted with the licensee.
Additional Inspectors:
JUSTINE O MALLEY, VETERINARY MEDICAL OFFICER n",True,False,True,False,False,True
28615,246e6c0ad769c65a,3.52(a),Critical,False,"FACILITIES, OUTDOOR.","Artificial cooling was not being provided to five rabbits housed outdoors at 14:45 hours on the day of the inspection.
The atmospheric temperature at that time was 93.4 F. Two of the rabbits were observed to be panting.
Overheating may cause discomfort and adversely affect animal health. The facility should ensure that artificial
cooling is provided to rabbits when the atmospheric temperature exceeds 90 F.
This non-compliant item was corrected at the time of the inspection.",False,True,True,False,False,True
28669,c76c16c988eac542,3.127(a),,False,"FACILITIES, OUTDOOR.","The following enclosures have insufficient shade to allow the animals contained within to protect themselves from
direct sunlight: Kangaroos, coati, wolf, serval, goats, sheep and 3 pot bellied pig enclosures. The inability to protect
themselves from sunlight on this day with temperatures reading between 94 and 96 degrees F at 1330 can quickly
cause significant distress, overheating, and heat exhaustion. When sunlight is likely to cause overheating or
discomfort of the animals, sufficient shade by natural or artificial means shall be provided. Correct by 6/5/2019.",True,False,True,False,False,True
30501,646b36a8b9b64648,3.26(a),,False,"FACILITIES, INDOOR.","Currently there are guinea pigs being housed in a barn that has a temperature of 42 degrees F inside, with an
outside temperature of 37 deg F. The temperatures for the past week and current week have been in the 30s/upper
20s during the day, and down to 15 Deg F at night. The indoor temperature for guinea pigs is not to be below 60
degrees F. All of the 6 primary enclosures that held 14 to 30 guinea pigs, consisted of all of the animals huddled
together against the wall in a line or in a pile. The animals were not seen exploring their enclosure which has a lot of
room, instead all of the animals were touching and huddled together along the wall and in the corner.
Extreme cold temperatures can cause the guinea pigs to become hypothermic and suffer from discomfort and
possible health issues or death if they were to get too cold.
The licensee must provide enough heat in the guinea pig area to provide a minimum temperature of 60 degrees F
and to not exceed 85 degrees F.
To be corrected by: Immediately",True,False,True,False,False,True
30732,e8fa9e9d12152f1b,3.127(b),,False,"FACILITIES, OUTDOOR.","Two new exhibit goats are in an outdoor enclosure. There are some trees/shrubs in the rocky sloped enclosure but
leaves have fallen so they do not provide adequate shelter from rain, storms, wind or cold and there is no artificial
shelter structure provided. The temperature last night dropped to 28.5 degrees F. Shelter from inclement weather
appropriate to the local climatic conditions shall be provided for all animals kept outdoors to afford them protection
and to prevent discomfort to the animals. Correct by 11/30/15.",True,False,True,False,False,True
30737,cd60dd22d566fc2d,2.131(e),Direct,False,HANDLING OF ANIMALS.,"One adult grey rabbit in a wire and plastic enclosure the outdoor ""rabbit greenhouse type building"" was noted to be
breathing rapidly and shallowly. Its nostrils were flaring during the respiration. The temperature was measured
inside with Kestrel at 87 degrees F. The building felt warm and stuffy with no ventilation. The door was opened and
just the breeze through the open door appeared to help improve airflow immediately. Rabbits are very susceptible to
overheating. A temperature of 87 with lack of ventilation appears to be too high for this rabbit leading to a threat to
it's well-being. The facility shall take measures immediately to ensure that climatic conditions present are not a
threat to the rabbit's health and well-being.",True,False,True,False,False,True
31215,a19aa0aca3a0df46,3.4(b)(4),,False,OUTDOOR HOUSING FACILITIES.,"The adult Weimaraners had a metal building that they used as a group shelter. However, there was no bedding in
the building. A lack of bedding can be uncomfortable and can result in hypothermia with subsequent health
problems. The licensee must provide clean, dry bedding when the ambient temperature falls below 50 degrees F
and must provide additional bedding when the ambient temperature is 35 degrees F or lower.
TO BE CORRECTED BY FEBRUARY 24, 2016.
The inspection and the exit briefing were conducted with a facility representative and with Alicia Graves, an
inspector for the MO Dept. of Agriculture.",True,False,True,False,False,True
31609,92ed79bbaf415440,3.78(b),,False,Outdoor housing facilities.,"At the time of inspection, two outdoor enclosures housing four lemurs total did not provide adequate shelter from the cold.
The lemurs are provided with a single-layer wooden nesting box filled with hay for protection from the elements. The
licensee confirmed that the animals are not provided with an additional source of heat should the temperature drop below
45F. The Weather Channel has archived nightly temperatures as low as 29 degrees Fahrenheit for the month of February
2021.
Outdoor housing facilities for nonhuman primates must provide adequate shelter from the elements at all times. Lemurs
are known to be sensitive to cold weather conditions which can cause frostbite injuries. The shelter must safely provide
heat to the nonhuman primates to prevent the ambient temperature from falling below 45 degree F except as directed by
the attending veterinarian and in accordance with generally accepted professional and husbandry practices.
Correct by 26th February 2021.
This inspection and exit interview were conducted with the licensee.
End Section",True,False,True,False,False,True
