,hash_id,code,kind,repeat,desc,narrative,flag_include_1,flag_air_transit
17085,1dc7796f6099d31b,3.15(c)(2),Critical,False,Primary enclosures used to transport live dogs and cats.,"3.15 (c) 2 Critical
On 17-Mar-2021 LOT Polish Airlines transported a dog, according to accompanying health records was born 20-Nov-
2020, to NYC JFK airport on AWB 080-35549791. Upon arrival into JFK the dog was found deceased. An examination of
the transport kennel showed ventilation openings totaling 20% with 33% of the front, 9% of both side walls, and 16% of
the back wall consisting of openings. The front and back side of the kennel were flat and did not have projecting rims.
The lack of projecting rims on those sides created an enclosure with functionally inadequate ventilation had other cargo
been stacked against it. Projecting rims or similar devices must be located on the exterior of each enclosure wall having a
ventilation opening to prevent obstruction of the openings.
This inspection and exit interview were conducted with facility representative.
End Section",True,True
17086,81679211a48a3d6c,2.131(e),Critical,False,Handling of animals.,"On January 21, 2022, LOT Polish Airlines transported a young dog, born on May 1, 2021, according to the
documentation, to JFK on AWB 080-36085943. Upon departing at 17:08 from Warsaw, Poland, the local temperature
was 32 degrees Fahrenheit according to Warsaw, Poland weather history. Upon arrival into JFK on January 21, 2022,
the dog was dead.
According to a necropsy report dated March 30, 2022, the cause of the dog’s death was diagnosed as pneumonia.
According to the necropsy report, due to severity of the disease in the lungs, pneumonia would have started prior to the
flight and resulted in respiratory distress. An animal may never be subjected to any combination of temperature, humidity,
and time that is detrimental to the animal's health or well-being, taking into consideration such factors as the animal's age,
species, breed, overall health status, and acclimation.
This inspection and exit briefing were conducted with facility representative.
Additional Inspectors:
JESSICA GOWINS, VETERINARY MEDICAL OFFICEREnd Section",True,True
17087,8556f3464e69570f,2.131(e),Critical,False,Handling of animals.,"On March 27, 2022, the transporter shipped 4 dachshund dogs in two crates on air waybill 080-36272121. One dog was
dead on arrival, and the other three showed evidence of serious illness, including depression, coughing, and nasal
discharge, which was documented by the intermediate handler's veterinarian after receipt, and at the veterinary
emergency hospital that the 2 live dogs were seen at, and was still evident in the same 2 dogs upon examination by the
inspector on 04/01/2022. A pathologist examined the dead animal, and gave a diagnosis of severe acute pneumonia and
hepatic lipidosis. Climactic conditions presented by air cargo travel may worsen health conditions, resulting in increased
illness or death. Animals must never be subjected to any combination of climatic condition that can adversely impact their
health and wellbeing.
This inspection and exit interview were conducted with the facility representative.
End Section",True,True
17088,9b1bd53f6001a4bd,2.131(e),Critical,False,Handling of animals.,"On April 11th, 2022, the carrier shipped 4 French bulldog puppies less than 16 weeks old in two crates on air waybill 080-
36325940. One puppy, Baloo, was found dead on arrival. Post-mortem evaluation by a veterinary pathologist revealed
that the animal had bronchopneumonia and that the cause of death is attributable to respiratory compromise and sepsis.
Climatic conditions presented by air cargo travel can worsen underlying health conditions, resulting in more severe illness
or death.
While in transport, this puppy was subjected to a combination of temperature, humidity, and time that was detrimental to
its health considering its breed, young age, and underlying health status. An animal may never be subjected to any
combination of temperature, humidity, and time that is detrimental to the animal's health or well-being, taking into
consideration such factors as the animal's age, species, breed, health status, and acclimation.",True,True
17089,9b1bd53f6001a4bd,3.14(c),,False,Consignments to carriers and intermediate handlers.,"On April 11th, 2022, the carrier shipped 4 French bulldog puppies less than 16 weeks old in two crates on air waybill 080-
36325940. One crate used to transport 2 animals was held by an intermediate handler and inspected by the USDA
inspector on April 19th, 2022. The exterior of the primary enclosure did not have a certification that the animals were
offered food and water within 4 hours of consignment to the carrier, nor are there specific feeding or watering instructions
for a 24 hour period. A representative of the intermediate handler stated that all documents present at the time of
shipment were present at the time of inspection.
At the time of accepting a dog or cat for shipment, the carrier must ensure that the consignor provides certification in
writing regarding the last time food and water was offered and specific feeding and watering instructions for a 24 hour
period. This information must be securely attached to the outside of the primary enclosure in a manner that makes it
easily noticed and read. Transporting animals without this information could put the animals at risk, especially considering
the young age of the animals in this shipment. The airline must ensure that the owner has provided this information in
writing, clearly visible on the primary enclosure, to help ensure that animals are adequately cared for while in transit.
This inspection was conducted with a facility representative on April 19th, 2022. An exit interview was conducted with an
airline representative on May 16th, 2022.
End Section",True,True
17091,47dbeeca79f7708f,2.25(a),,False,Requirements and procedures.,"Item 2.25 a
On Dec 6, 2020 Royal Air Maroc conducted a USDA regulated transport of a dog to JFK airport in NYC. The airline was
found to be operating and transporting regulated animals without a valid certificate/registration. Each carrier must
register with the Secretary of Agriculture by completing and filing a properly executed registration form; the registration
has been furnished by this inspector.
NO REGULATED ACTIVITIES MAY BE CONDUCTED UNTIL A VALID REGISTRATION IS OBTAINED.
This inspection and exit interview were conducted with the facility representative.
End Section",True,True
17095,48c0daf4e05a42f0,2.25(a),,False,REQUIREMENTS AND PROCEDURES.,"Sec. 2.25 (a) Requirements and procedures.
The Aphis official was informed that TAP Portugal Airlines transports animals to EWR. TAP Portugal is transporting
animals without a valid USDA Registration.
Each carrier shall register with the Secretary by completing and filing a properly executed form which will be
furnished, upon request, by the AC Regional Director. The registration form shall be filed with the AC Regional
Director for the State in which the registrant has his or her principal place of business, and shall be updated every 3
years by the completion and filing of a new registration form which will be provided by the AC Regional Director.
This carrier (customer number 26367) must apply for a new registration in order to transport animals. TAP Portugal
can obtain registration information from the following address and phone number:
USDA, APHIS, Animal Care
Eastern Regional Office
920 Main Campus Dr., Suite 200
Raleigh, NC 27606 Phone: 1- 919-855-7100
COVERED ACTIVITIES ARE NOT PERMITTED UNTIL A USDA REGISTRATION IS OBTAINED.",True,True
17096,b5210c9aab45acb3,3.15(a)(1),,False,Primary enclosures used to transport live dogs and cats.,"On November 28, 2023, 30 dogs arrived at John F. Kennedy International (Queens, New York) from Ben Gurion Airport
(Lod, Israel) on EL AL Israel Airlines (AWB# 11461655543).
The crate for a Saluki, “Zara,” was damaged at arrival. The enclosure had a crack that spanned across the top of the
enclosure and down to the left-side. The dog was safely secured by cargo facility representatives.
Primary enclosures must be strong enough to securely contain animals and to withstand the normal rigors of
transportation.
This inspection and exit interview were conducted with cargo facility and airline representatives.
Additional Inspectors:
Kristina D'Apice, VETERINARY MEDICAL OFFICER n",True,True
17099,93058755daafdce0,3.15(a),Critical,False,"PRIMARY CONVEYANCES (MOTOR VEHICLE, RAIL, AIR, AND MARINE).","Two cats were discovered dead on the inbound Turkish Airlines TK 5 flight on 1-27-18 (AWB#235-7068-0105). The
cats were stated to be alive and in good condition at their departure from Istanbul as per the cargo manager. The
aircraft cargo hold was not maintained in a manner that protected the health and well-being of animals as the cats
were dead on arrival.
Aircraft cargo holds containing animals must be maintained in a manner that protects their safety, comfort, and
well-being.
This inspection and exit interview were conducted with the cargo manager.",True,True
17100,52c982cbe845094c,3.13(c)(3),,False,CONSIGNMENTS TO CARRIERS AND INTERMEDIATE HANDLERS.,"On 3/28/19 twenty-five crates containing 49 dogs arrived to San Francisco International Airport on Turkish Airlines
flight number 0079 from Istanbul. Waybill numbers were: 235-3594-0166, 235-3594-5335, 235-3594-4215,
235-3594-3563, 235-3594-4624, 235-3594-3784, 235-3594-4300, 235-3602-2265, 235-3602-2254, and
235-359-2933.
Many of the crates did not have an adequate consignor’s certification regarding feeding and watering. For example,
although the eleven crates (24 puppies) on Waybills # 235-3594-4215, 235-3594-4300, 235-359-2933,
235-3594-4624, 235-3594-3784 and 235-3594-3563 were labeled “Please give food and water to AVI upon arrival”
there was no statement regarding the last time the puppies were offered food and water, as required. Additionally,
none of the 25 crates included a signed consignor’s signature regarding the last time the animals were offered food
and water.
Carriers and must not accept a dog or cat for transport in commerce unless the consignor certifies in writing to the
carrier or intermediate handler that the dog or cat was offered food and water during the 4 hours before delivery to
the carrier or intermediate handler. The certification must be securely attached to the outside of the primary
enclosure in a manner that makes it easily noticed and read. The certification must include the time and date the
animal was last fed and watered and the specific instructions for the next feeding(s) and watering(s) for a 24-hour
period.",True,True
17101,52c982cbe845094c,3.14(a)(6),,False,PRIMARY ENCLOSURES USED TO TRANSPORT LIVE DOGS AND CATS.,"On 3/28/19 twenty-five crates containing 49 dogs arrived to San Francisco International Airport on Turkish Airlines
flight number 0079 from Istanbul. Waybill numbers were: 235-3594-0166, 235-3594-5335, 235-3594-4215,
235-3594-3563, 235-3594-4624, 235-3594-3784, 235-3594-4300, 235-3602-2265, 235-3602-2254, and
235-359-2933.
Many of the crates were not labeled “Live Animals” as required. For example, the crates on waybills 235-3594-3563,
235-3594-4300, 235-359-2933, 235-3602-2254, and 235-3594-3784 did not have the words “Live Animals”
displayed on top of the crates.
Unless the enclosure is permanently affixed to the conveyance, it is clearly marked on top and on one or more sides
with the words “Live Animals,” in letters at least 1 inch high.",True,True
17102,52c982cbe845094c,3.14(f)(1),,False,PRIMARY ENCLOSURES USED TO TRANSPORT LIVE DOGS AND CATS.,"On 3/28/19 twenty-five crates containing 49 dogs arrived to San Francisco International Airport on Turkish Airlines
flight number 0079 from Istanbul. Waybill numbers were: 235-3594-0166, 235-3594-5335, 235-3594-4215,
235-3594-3563, 235-3594-4624, 235-3594-3784, 235-3594-4300, 235-3602-2265, 235-3602-2254, and
235-359-2933.
The 18 puppies on waybill # 235-3594-0166, and the 8 puppies on waybill # 235-3594-4215 were arriving with
USDA import permits for adoption or resale. These puppies are required to be at least six months of age in order to
receive such a permit, and the consignor has identified the puppies as six months of age or older. These puppies
were all shipped two per crate, which does not conform with the requirements, which state that no more than one
live dog or cat, 6 months of age or older, may be transported in the same primary enclosure when shipped via air
carrier.
This inspection and exit interview were conducted with the personnel representing the carrier at the cargo office.",True,True
17103,e77ea004b1e0e7c4,3.14(a)(9),,False,PRIMARY ENCLOSURES USED TO TRANSPORT LIVE DOGS AND CATS.,"At the cargo facility serving Turkish Airlines, two juvenile dogs were inspected after arrival from Kyiv, Ukraine via
Istanbul, Turkey on waybill number 235-38699150 .
1. Fawn male juvenile dog: the floor of this animal's enclosure is covered with a single piece of absorbent paper
pad material. A small amount of shredded, loose material is evident at the back of the enclosure. The paper pad is
soiled with both liquid and solid excreta. A strong odor of animal waste is present in and around the enclosure.
There is not enough absorbent litter material to absorb and cover the excreta, and as a result the animal is in direct
contact with the excreta.
2. Black and brown brindle female juvenile dog: the solid plastic floor of this animal's enclosure is mostly exposed,
with no absorbent material or litter present on much of the surface area. There is an accumulation of some loose,
shredded material and excreta that was not absorbed or covered by litter around the edges of the enclosure. A
paper pad, visibly soiled with liquid and solid waste that is not covered or absorbed by litter material, is bunched at
the front of the enclosure. Without enough litter material in the enclosure, this animal's chest and forelimbs are in
direct contact with the excreta on this paper pad.
Carriers must ensure that primary enclosures with solid floors contain enough previously unused litter material to
absorb and cover excreta. The litter material must be of a suitably absorbent material that is safe and nontoxic.
This inspection was conducted at the cargo facility serving Turkish Airlines with a cargo handler present. No airline
representatives were available at this location.
Additional Inspectors
Hadjis Tonya, Supervisory Animal Care Specialist",True,True
17104,ee6c256afd5d8481,3.14(a)(9),,True,PRIMARY ENCLOSURES USED TO TRANSPORT LIVE DOGS AND CATS.,"At the cargo facility serving Turkish Airlines, two fawn male juvenile dogs were inspected after arrival from Kyiv,
Ukraine via Istanbul, Turkey on waybill number 235-67264584.
1. Fawn male juvenile dog #1 - This animal's enclosure contains a mixture of white and brown shredded paper
material. The quantity of material covers only ~50% of the solid plastic floor of the enclosure, leaving the plastic
floor exposed in the front half of the enclosure. Approximately 70-80% of the paper material is visibly soiled with
both liquid and solid excreta, and there is a pile of uncovered fecal material at the front of the enclosure. Small
amounts of brown, malodorous waste material are evident on the animal's feet and legs. A strong odor of animal
waste is present in and around the enclosure. There is not enough absorbent litter material to absorb and cover the
excreta, and as a result the animal is in direct contact with the excreta.
2. Fawn male juvenile dog #2 - This animal's enclosure contains a plastic absorbent pad, which contains an
absorbent gel. Also present is an accumulation of loose, shredded paper litter material. One corner of the plastic
absorbent pad visible from the front of the enclosure is stretched and torn, exposing the absorbent gel within the
pad, and pieces of the blue plastic have been torn away, which is consistent with digging and/or chewing behaviors.
This plastic film and other components of this absorbent pad may be harmful to the animal's health if ingested.
Carriers must ensure that primary enclosures with solid floors contain enough previously unused litter material to
absorb and cover excreta. The litter material must be of a suitably absorbent material that is safe and nontoxic.
This inspection was conducted at the cargo facility serving Turkish Airlines. Two representatives from Customs and
Border Protection were present at the time of inspection. No airline representatives were available at this location.",True,True
17105,fbeceb0e4a7cc245,3.17(c),,False,Food and water requirements.,"On 2/16/2021 the CDC personnel at SFO informed this inspector that they looked at five dogs (one adult French Bulldog
and four German Shepherds under 6 months of age) that had been checked as baggage by a passenger arriving at SFO
on Turkish Air flight # 0079 from Istanbul, via flight # 1082 from Belgrade, with passenger ticket # 2352434355577.
The crates did not have food and water receptacles attached inside, as required. Failure to ensure that animals being
transported have food and water receptacles can put the welfare of the animals at risk, as they cannot easily be watered
or fed.
The airline must ensure that all requirements under the Animal Welfare Act regulations are met when accepting animals
for transport as baggage or cargo.
This inspection information was provided as described. The exit interview was conducted with cargo personnel at the
Turkish Airlines cargo office at SFO on 3/3/2021.
End Section",True,True
17106,0847297c34b1aff8,3.14(d),Critical,False,Consignments to carriers and intermediate handlers.,"The Center for Disease Control representative at Dulles International Airport (IAD) reported a dog named ""Toby"" arrived
in a carrier too small for its size. The representative reported as being 21""L x 16""W x 15""H and too small for ""Toby”
because it could not rest comfortably with its injury. According to the representative, the ""dogs right front leg was fixed in a
straight position and the dog was writhing and crying while trying to change its position but could not.""
Turkish Airlines transported a dog from Iran to Dulles, VA in the USA in a carrier too small for the size of the dog and
caused the animal unnecessary pain and distress. Carriers must not accept a dog for transport in commerce in a primary
enclosure that does not meet the requirements outlined in Section 3.15 to ensure a comfortable transport for the animal.
Turkish Airlines must implement procedures to ensure dog primary enclosures presented for transport meet the standards
in Section 3.15 and that the animal can be transported safely and comfortably without causing suffering or injury.",True,True
17107,0847297c34b1aff8,3.18(c),Critical,False,Care in transit.,"On May 5, 2021, a Center for Disease Control (CDC) representative at the Dulles International Airport (IAD) sent me an e-
mail stating that the importation of a dog would be placed on a medical hold. The dog came into IAD on Turkish Airline
flight TK07 as excess baggage (presumably checked planeside in Iran). Upon examination by representatives from
Customs and Border Protection (CBP), the dog was in a carrier too small for its size. It was also noted that the dog could
not move due to possible injuries to its legs and was vocalizing as if in distress. The flight parent told officials that the dog
was being imported to repair the injuries. However, no medical statement was presented to support such claim.
The dog “Toby” was taken to Turkish Airlines cargo facility. The intermediate handler, Worldwide Flight Services, was
instructed by CBP to take the dog to a licensed veterinarian for examination. This was required before CBP would release
the dog to the owner. “Toby” was seen by a veterinarian on May 6, 2021 to evaluate its injuries. It was determined that the
dog did have 2 fractures of the right front leg.
Turkish Airlines authorized the transport of an injured dog in violation of the regulations and failed to ensure the dog would
receive veterinary care upon arrival at its destination. Turkish Airlines must not transport any dog that is ill, injured or in
obvious distress for the welfare of the animal. Additionally, Turkish Airlines must implement procedures that will ensure an
injured dog is being transported for the purpose of receiving veterinary care.
This inspection and exit interview were conducted with the Regional Cargo Manager at Dulles International Airport.
End Section",True,True
17108,66fb52de339c92f6,3.14(c),,False,Consignments to carriers and intermediate handlers.,"Six puppies traveled on Turkish Airlines flight TK 185 from Istanbul, Turkey to Chicago O’Hare (ORD) on 8/8/22. The six
puppies were transported in two kennels. The Turkish Airlines (TK) representative was asked if either transport kennel
had a certification attached to it indicating the puppies were offered food and water during the four hours prior to delivery
to the carrier. The TK representative indicated neither kennel had a certification attached. A certification must be
attached to the transport kennels of dogs and cats and must contain the following: the consignor’s name and address,
time, and date the animal was last offered food and water, specific instructions for the next feedings and waterings in a
24-hour period, the consignor’s signature and the date and time the certification was signed. The absence of this
certification on the transport enclosure does not establish a timeline of when the feeding and watering of the puppies
should occur. It is the responsibility of the carrier and intermediate handlers to ensure a certification containing the
required information as set forth in this section is securely attached to the outside of the transport enclosure in a manner
that makes it easily readable and noticed.",True,True
17109,66fb52de339c92f6,3.15(f)(3),,False,Primary enclosures used to transport live dogs and cats.,"**On 8-August-2022 Turkish Airlines transported 6 Boseron puppies on Flight 185 to O’Hare airport in Chicago as
checked baggage. The puppies with a birth date of 03/28/2022 were transported in 2 separate carriers each containing 3
puppies. It is the responsibility of the airline to ensure that no more than 2 puppies between the ages of 8 weeks and 6
months, weighing 20 pounds or less are transported in the same primary enclosure to provide sufficient space allowing for
normal postural movements.",True,True
17110,66fb52de339c92f6,3.17(a),,False,Food and water requirements.,"Six puppies traveled on Turkish Airlines flight TK 185 from Istanbul, Turkey to Chicago O’Hare (ORD) on 8/8/22. The
flight time was almost 12 hours when the aircraft arrived at 10:30 am at Chicago O’Hare per the Turkish Airlines
representative. The puppies were not offered water for the duration of the flight as they traveled in the cargo hold of the
Turkish Airlines aircraft. The Turkish Airlines (TK) representative was specifically asked what time the puppies had been
offered water after their arrival at O’Hare (ORD). The Turkish Airlines (TK) representative indicated the puppies had been
offered water just prior to 12:00 pm. According to this timeline, the puppies had not been offered water for approximately
13.5 hours. Inadequate access to water could result in the animals becoming dehydrated during transport. All dogs and
cats must be offered potable water at least once every 12 hours.",True,True
17111,66fb52de339c92f6,3.17(c),,False,Food and water requirements.,"**On 8-August-2022 Turkish Airlines transported 6 Boseron puppies on Flight 185 to O’Hare airport in Chicago as
checked baggage. At O’Hare, it was discovered that one of the primary enclosures used to transport the puppies did not
have food and water receptacles attached.
It is the responsibility of the airline to ensure that food and water receptacles are securely attached inside the primary
enclosure to allow access to food and water during transport without opening the door as set forth in this section.
**Unable to contact airline representative to conduct the exit interview.
Additional Inspectors:
CHAD MOORE, Transportation Specialist n",True,True
17112,08dbe45ce8582870,2.131(e),Critical,False,Handling of animals.,"On November 17, 2023, Turkish Airlines transported 2 hairless, Sphynx breed cats, a male born on June 12, 2023, and a
female born on July 13, 2023. According to documentation, AWB: 235-38214105, the flight began in Moscow (VKO) to
Istanbul (IST) on flight TK420 with a final destination in Los Angeles (LAX) on flight TK179. The flight time was
approximately 19 to 20 hours, excluding wait times and loading and unloading of the cats. Documents provided show the
2 Sphynx cats were alive in IST prior to boarding for LAX. Although the Turkish airlines representative stated
temperatures in airplane cargo ranges from 59 to 77 degrees Fahrenheit (F), the temperature, altitude, flight time, and
cabin temperature values can vary between the minimum and the maximum values, depending on the amount and type of
cargo. Therefore, short temperature deviations may occur during flight.
On November 17, the temperature In Moscow ranged between 27-34 degrees F, 85% Humidity (H), in Istanbul 48-59
degrees F, 78% H, and at LAX, upon arrival between 10 and 11 am ranged between 50-71 degrees F, 61% H. According
to the registered handler, upon offloading from the plane, the 2 Sphynx kittens were dead. The deceased cats were in the
crate lined with a litter pad with fecal matter on their bodies. There were no indications of added measures taken to
protect the cats or reduce the effects from the potential rigors of travel including temperature fluctuations during this
transport.
When climatic conditions present a threat to an animal's health or well-being, appropriate measures must be taken to
alleviate the impact of those conditions. An animal may never be subjected to any combination of temperature, humidity,
and time, that is detrimental to the animal's health or well-being, taking into consideration such factors as the animal's
age, species, breed, overall health status, and acclimation.
This inspection and exit interview were conducted with the facility representatives.
n",True,True
17113,9546c7c9f2882ffe,3.13(a),,False,CONSIGNMENTS TO CARRIERS AND INTERMEDIATE HANDLERS.,"During animal inspection, review of the carrier's daily documents and air waybill, it was discovered that several
pallets with 72 puppies (final destination: Mexico City/MEX) had been waiting at the cargo warehouse over seven
(7) hours for their flight, Estafeta's Flight 610. At the time of inspection, the 72 puppies would had to wait two
additional hours for Flight 610, which had a 6:00 p.m. scheduled departure time.
Carriers must not accept dogs or cats for transport in commerce more than 4 hours before the scheduled departure
time of the primary conveyance on which the animals are to be transported. However, a carrier may agree with
anyone consigning dogs or cats to extend this time by up to 2 hours.
To ensure adequate transportation with minimal stress to regulated animals, the carrier must arrange not to accept
dogs or cats more than 4 hours before the scheduled departure time of their assigned aircraft.
To be corrected by: November 4, 2016
Exit interview conducted with facility representative.",True,True
17115,53d43be077eecf52,3.14(c),,False,Consignments to carriers and intermediate handlers.,"On October 26, 2023, 76 cats were inspected that flew into John F. Kennedy International Airport (Queens, New York)
from Islam Karimov Tashkent International Airport (Tashkent, Uzbekistan) on flight HY101 (AWB #s 25040629724,
25013689826, 25013689841, 25040629654, 25040629735, 25040629665, 25040629713).
The written food and water certifications were missing for 24 enclosures. Transporting animals without this information
can compromise the carrier's ability to ensure adequate food and water is provided for the animals' health and well-being
while transported. Cats in this shipment were in flight for 12+ hours and possible did not receive food or water, which is
distressful and can have serious impacts on the health and well-being of the cats.
Carriers must not accept a dog for transport without the information required by this section, including the time and date
the animals were last fed and watered and feeding and watering instructions for a 24-hour period.",True,True
17116,53d43be077eecf52,3.15(e)(1),Direct,False,Primary enclosures used to transport live dogs and cats.,"On October 26, 2023, 76 cats were inspected that flew into John F. Kennedy International Airport (Queens, New York)
from Islam Karimov Tashkent International Airport (Tashkent, Uzbekistan) on flight HY101 (AWB #s 25040629724,
25013689826, 25013689841, 25040629654, 25040629735, 25040629665, 25040629713).
A black and white, long-haired, large-breed, adult cat was unable to fully extend its neck while standing or sitting (primary
enclosure #2794-7472). Inadequate space during transport can cause stress due to uncomfortable conditions and
prevents normal postural adjustments. Primary enclosures used to transport live dogs must be large enough to ensure
each animal has enough space to turn about normally while standing, to stand and sit erect and to lie in a natural position.
This inspection was conducted with a representative from the intermediate handler for this airline at JFK. The exit
interview was conducted by phone with an airline representative.
n",True,True
17126,49caa2cb0a644fe2,3.13(c),,False,CONSIGNMENTS TO CARRIERS AND INTERMEDIATE HANDLERS.,"A shipment of dogs from Korea had arrived at the cargo office on waybill # 180-1290-4986. There were eight
animals shipped in five crates. There was no consignor's certification regarding feeding and watering on the crates.
The carrier should not accept an animal for transport unless consignor certifies in writing to the carrier or
intermediate handler that the dog or cat was offered food and water during the 4 hours before delivery to the carrier
or intermediate handler. The certification must be securely attached to the outside of the primary enclosure in a
manner that makes it easily noticed and read. The certification should include instructions for feeding and watering
during transport. Failure to provide this information to be detrimental to the health and well-being of the animals. --
To be corrected from this time forward.",True,True
17127,49caa2cb0a644fe2,3.14(f)(1),,False,PRIMARY ENCLOSURES USED TO TRANSPORT LIVE DOGS AND CATS.,"A shipment of dogs from Korea had arrived at the cargo office on waybill # 180-1290-4986. There were eight
animals shipped in five crates. Three crates contained two dogs per crate, and five of the dogs were over six
months of age.
No more than one live dog six months of age or older may be transported in the same primary enclosure via air
carrier. Combining adult dogs in primary enclosures for air transport could jeopardize the welfare of the animals.
-- To be corrected from this time forward.
This inspection and exit interview were conducted at the Korean Airlines Cargo Office.",True,True
17128,8420bbcdf72a02f0,3.14(c)(1),,False,Consignments to carriers and intermediate handlers.,"Four puppies arriving at SFO on Korean Airlines flight KE25 with waybill numbers 180-9383-7284, 180-9371-7724, 180-
9388-1841, and 180-9383-7435 did not have an adequate Consignor's Certification statement regarding feeding and
watering. There was no clear info regarding when the puppies were last offered food and water, and no signature from the
consignor with time and date.
Failure to provide feeding and watering instructions clearly displayed on the crate could result in inadequate care for the
puppies especially in the event of delays in transit. Airline must ensure that these requirements are met at the time that
the animals are accepted for transport.",True,True
17129,8420bbcdf72a02f0,3.17(c),,False,Food and water requirements.,"Four puppies arriving at SFO on Korean Airlines flight KE25 with waybill numbers 180-9383-7284, 180-9371-7724, 180-
9388-1841, and 180-9383-7435 had lixit-type water bottles attached to the exterior of the door of their crates.
Food and water receptacles must be securely attached to the inside of the shipping enclosure, so as to prevent it from
being dislodged during transit. Airline must ensure that these requirements are met at the time that the animals are
accepted for transport.
This inspection and exit interview were conducted with airline representatives in the cargo office.
End Section",True,True
17130,7346aefb7ae99252,3.14(a),,False,Consignments to carriers and intermediate handlers.,"According to AWA Regulations, carriers and intermediate handlers must not accept a dog or cat for transport in
commerce more than 6 hours before the scheduled departure time of the primary conveyance.
A female Pomeranian being transported on April 13, 2023, under Air Waybill 180-3354 4873 was accepted by the
registrant at 6:03 pm local time in Seoul, Korea. This was approximately 7 hours, 15 minutes prior to the scheduled flight
departure time of 12:40 am local time.
A female poodle being transported on March 30, 2023, under Air Waybill 180-3358 0503 was accepted by the registrant
at 4:43 pm local time in Seoul, Korea. This was approximately 6 hours 30 minutes prior to the scheduled flight departure
time of 12:04 am local time.
Accepting animals over 6 hours from the scheduled departure time extends their time confined in kennels increasing
stress and possible adverse effects from being transported.",True,True
17131,7346aefb7ae99252,3.15(h),,False,Primary enclosures used to transport live dogs and cats.,"Shipping documents that must accompany shipments of dogs and cats include specific instructions for feeding(s) and
watering(s) for a 24-hour period.
Instructions for feeding and watering during transit were not attached to the kennel of the female Pomeranian (Air Waybill
180-3354 487) being transported on April 13, 2023, and they were not included in the documents provided by the
registrant.
Instructions for administration of drugs, medication, and other special care including feeding and watering in transit must
be securely attached in a readily accessible manner to the outside of any primary enclosure in a manner that allows them
to be detached for examination and securely reattached.",True,True
17132,7346aefb7ae99252,3.17(a),Critical,False,Food and water requirements.,"This inspection was conducted based on a report of a puppy dying under Korean Air’s care on March 30, 2023. During
this inspection a second puppy was found dead.
According to documents provided by the registrant, the puppy that died on March 30, 2023, was a female poodle
approximately 5 months old (Air Waybill 180-3358 0503). The documents noted she was offered food and water at 4:00
pm local time in Seoul Korea on March 30, 2023. The next time she was offered water was at 2:30 am Central Time in
Dallas/Fort Worth on March 30, 2023. This puppy went approximately 22 hours without water. There is no documentation
confirming she ever received food after delivery to the registrant.
The puppy that died on April 13, 2023, was a female Pomeranian approximately 5 months old. According to documents
provided by the registrant, it was noted that the female Pomeranian (Air Waybill 180-3354 4873) was offered food and
water at 4:00 pm local time in Seoul Korea on April 13, 2023. The next time she was offered food and water was at 4:50
am Central Time in Dallas/Fort Worth on April 13, 2023. This puppy went approximately 25 hours without food or water.
Each dog and cat that is 16 weeks of age or more must be offered food at least once every 24 hours. Each dog and cat
must be offered potable water at least once every 12 hours.
This inspection and exit interview were conducted with facility representatives.
n",True,True
17133,851b3a27ea047a14,3.14(a),,False,Consignments to carriers and intermediate handlers.,"According to AWA Regulations, carriers and intermediate handlers must not accept a dog or cat for transport in
commerce more than 6 hours before the scheduled departure time of the primary conveyance.
A female Pomeranian being transported on April 13, 2023, under Air Waybill 180-3354 4873 was accepted by the
registrant at 6:03 pm local time in Seoul, Korea. This was approximately 7 hours, 15 minutes prior to the scheduled flight
departure time of 12:40 am local time.
A female poodle being transported on March 30, 2023, under Air Waybill 180-3358 0503 was accepted by the registrant
at 4:43 pm local time in Seoul, Korea. This was approximately 6 hours 30 minutes prior to the scheduled flight departure
time of 12:04 am local time.
Accepting animals over 6 hours from the scheduled departure time extends their time confined in kennels increasing
stress and possible adverse effects from being transported.",True,True
17134,851b3a27ea047a14,3.15(h),,False,Primary enclosures used to transport live dogs and cats.,"Shipping documents that must accompany shipments of dogs and cats include specific instructions for feeding(s) and
watering(s) for a 24-hour period.
Instructions for feeding and watering during transit were not attached to the kennel of the female Pomeranian (Air Waybill
180-3354 487) being transported on April 13, 2023, and they were not included in the documents provided by the
registrant.
Instructions for administration of drugs, medication, and other special care including feeding and watering in transit must
be securely attached in a readily accessible manner to the outside of any primary enclosure in a manner that allows them
to be detached for examination and securely reattached.",True,True
